,PageViewsNonEnglish,birthcity,birthyear,continentName,countryCode,countryCode3,countryName,domain,en_curid,gender,industry,latitude,longitude,name,occupation
8845,193669,Stockholm,1902,Europe,SE,SWE,Sweden,SCIENCE & TECHNOLOGY,1242168,Male,NATURAL SCIENCES,59.3,18.1,Arne Tiselius,CHEMIST
8846,1476377,Lima,1984,South America,PE,PER,Peru,SPORTS,1243544,Male,TEAM SPORTS,-12.0,-77.0,Jefferson Farfán,SOCCER PLAYER
8847,1871154,Adana,1953,Asia,TR,TUR,Turkey,SPORTS,1244879,Male,TEAM SPORTS,37.0,35.3,Fatih Terim,COACH
8848,4202551,Dnipropetrovsk,1960,Europe,UA,UKR,Ukraine,INSTITUTIONS,1246843,Female,GOVERNMENT,48.5,35.0,Yulia Tymoshenko,POLITICIAN
8849,201747,Munich,1918,Europe,DE,DEU,Germany,SCIENCE & TECHNOLOGY,1248731,Male,NATURAL SCIENCES,48.1,11.6,Ernst Otto Fischer,CHEMIST
8850,354839,Motta Sant'Anastasia,1921,Europe,IT,ITA,Italy,ARTS,1248911,Male,MUSIC,37.5,15.0,Giuseppe Di Stefano,SINGER
8851,176458,Springside,1921,Europe,GB,GBR,United Kingdom,SCIENCE & TECHNOLOGY,1249023,Male,NATURAL SCIENCES,55.6,-4.6,Geoffrey Wilkinson,CHEMIST
8854,229210,Breda,1932,Europe,NL,NLD,Netherlands,ARTS,1250164,Female,MUSIC,51.6,4.8,Corry Brokken,SINGER
8855,1239764,Vukovar,1969,Europe,HR,HRV,Croatia,SPORTS,1250741,Male,TEAM SPORTS,45.3,19.0,Siniša Mihajlović,COACH
8856,4067810,Gentilly,1912,Europe,FR,FRA,France,ARTS,1251136,Male,FINE ARTS,48.8,2.3,Robert Doisneau,PHOTOGRAPHER
8857,660533,Karlsruhe,1844,Europe,DE,DEU,Germany,INSTITUTIONS,1253033,Male,GOVERNMENT,49.0,8.4,Friedrich Ratzel,POLITICIAN
8858,1694430,Seville,1976,Europe,ES,ESP,Spain,ARTS,1253093,Female,FILM AND THEATRE,37.4,-6.0,Paz Vega,ACTOR
8859,2063880,Los Angeles,1984,North America,US,USA,United States,ARTS,1254277,Female,FILM AND THEATRE,34.1,-118.2,America Ferrera,ACTOR
8860,160216,Burbank,1962,North America,US,USA,United States,ARTS,1255446,Male,FILM AND THEATRE,34.2,-118.3,Jeff Bennett,ACTOR
8861,175976,Mitcham,1920,Europe,GB,GBR,United Kingdom,SCIENCE & TECHNOLOGY,1256186,Male,NATURAL SCIENCES,51.4,-0.2,Peter D. Mitchell,CHEMIST
8862,162671,Fort Worth,1921,North America,US,USA,United States,SCIENCE & TECHNOLOGY,1256291,Male,NATURAL SCIENCES,32.8,-97.3,Robert Bruce Merrifield,CHEMIST
8863,148461,Merv,1923,Asia,AM,ARM,Armenia,PUBLIC FIGURE,1257117,Female,ACTIVISM,37.6628,62.1925,Yelena Bonner,SOCIAL ACTIVIST
8864,150475,Saint Petersburg,1799,Europe,RU,RUS,Russia,ARTS,1257146,Male,FINE ARTS,59.9,30.3,Karl Briullov,PAINTER
8865,814032,Río Tercero,1974,South America,AR,ARG,Argentina,SPORTS,1257534,Male,TEAM SPORTS,-32.2,-64.1,Claudio López,SOCCER PLAYER
8866,1023133,Almansa,1895,Europe,ES,ESP,Spain,SPORTS,1257693,Male,TEAM SPORTS,38.9,-1.1,Santiago Bernabéu Yeste,SOCCER PLAYER
8868,128722,New York City,1917,North America,US,USA,United States,SCIENCE & TECHNOLOGY,1262909,Male,MATH,40.7,-74.0,Herbert A. Hauptman,MATHEMATICIAN
8869,904637,Gökçedam,1923,Asia,TR,TUR,Turkey,HUMANITIES,1264568,Male,LANGUAGE,37.2,36.1,Yaşar Kemal,WRITER
8870,498210,Madrid,1926,Europe,ES,ESP,Spain,INSTITUTIONS,1264800,Male,GOVERNMENT,40.4,-3.7,Leopoldo Calvo Sotelo,POLITICIAN
8871,377315,Pakrac,1953,Europe,HR,HRV,Croatia,INSTITUTIONS,1265589,Female,GOVERNMENT,45.4,17.2,Jadranka Kosor,POLITICIAN
8872,162037,New York City,1918,North America,US,USA,United States,SCIENCE & TECHNOLOGY,1266384,Male,NATURAL SCIENCES,40.7,-74.0,Jerome Karle,CHEMIST
8873,219524,Italy,1700,Europe,IT,ITA,Italy,ARTS,1270817,Male,DESIGN,41.9,12.6,Francesco Bartolomeo Rastrelli,ARCHITECT
8874,568356,Ioannina,1929,Europe,GR,GRC,Greece,INSTITUTIONS,1272686,Male,GOVERNMENT,39.7,20.9,Karolos Papoulias,POLITICIAN
8875,2034011,Asunción,1981,South America,PY,PRY,Paraguay,SPORTS,1273199,Male,TEAM SPORTS,-25.3,-57.6,Roque Santa Cruz,SOCCER PLAYER
8876,560744,Rio de Janeiro,1944,South America,BR,BRA,Brazil,SPORTS,1275236,Male,TEAM SPORTS,-22.9,-43.2,Jairzinho,SOCCER PLAYER
8877,2141248,La Plata,1973,South America,AR,ARG,Argentina,SPORTS,1275990,Male,TEAM SPORTS,-34.9,-58.0,Martín Palermo,SOCCER PLAYER
8878,402801,Mikkeli,1962,Europe,FI,FIN,Finland,INSTITUTIONS,1278020,Male,GOVERNMENT,61.7,27.3,Olli Rehn,POLITICIAN
8879,200252,Bucharest,1952,Europe,RO,ROU,Romania,SCIENCE & TECHNOLOGY,1278193,Male,ENGINEERING,44.4,26.1,Călin Popescu-Tăriceanu,ENGINEER
8880,1515674,Marseille,1984,Europe,FR,FRA,France,SPORTS,1280224,Male,TEAM SPORTS,43.3,5.4,Mathieu Flamini,SOCCER PLAYER
8881,1374263,"Cartagena, Murcia",1951,Europe,ES,ESP,Spain,HUMANITIES,1283563,Male,LANGUAGE,37.6,-1.0,Arturo Pérez-Reverte,WRITER
8882,445046,Pugachyov,1883,Europe,RU,RUS,Russia,HUMANITIES,1285282,Male,LANGUAGE,52.0,48.8,Aleksey Nikolayevich Tolstoy,WRITER
8883,256494,Hartismere,1979,Europe,GB,GBR,United Kingdom,SPORTS,1285790,Male,TEAM SPORTS,51.5,-0.2,Matthew Upson,SOCCER PLAYER
8884,412326,Kakheti,1862,Asia,GE,GEO,Georgia,ARTS,1289941,Male,FINE ARTS,41.6,45.7,Niko Pirosmanashvili,PAINTER
8885,346490,"St Pancras, London",1969,Europe,GB,GBR,United Kingdom,INSTITUTIONS,1290018,Male,GOVERNMENT,51.5,-0.1,Edward Miliband,POLITICIAN
8886,1225907,Hamburg,1968,Europe,DE,DEU,Germany,SPORTS,1290115,Male,TEAM SPORTS,53.6,10.0,Stefan Effenberg,SOCCER PLAYER
8887,792889,Hoorn,1970,Europe,NL,NLD,Netherlands,SPORTS,1290197,Male,TEAM SPORTS,52.6,5.1,Ronald de Boer,SOCCER PLAYER
8888,2095771,Prague,1881,Europe,CZ,CZE,Czech Republic,HUMANITIES,1290247,Male,PHILOSOPHY,50.1,14.4,Hans Kelsen,PHILOSOPHER
8890,193131,Moscow,1795,Europe,RU,RUS,Russia,HUMANITIES,1290867,Male,LANGUAGE,55.8,37.6,Alexandr Griboyedov,WRITER
8891,993012,Eindhoven,1970,Europe,NL,NLD,Netherlands,SPORTS,1295837,Male,TEAM SPORTS,51.4,5.5,Phillip Cocu,SOCCER PLAYER
8892,1130173,Lagoa da Prata,1976,South America,BR,BRA,Brazil,SPORTS,1296559,Male,TEAM SPORTS,-20.0,-45.5,Gilberto Silva,SOCCER PLAYER
8893,6991303,Huntington Woods,1980,North America,US,USA,United States,ARTS,1296564,Female,FILM AND THEATRE,42.5,-83.2,Kristen Bell,ACTOR
8894,15556241,Brasília,1982,South America,BR,BRA,Brazil,SPORTS,1297124,Male,TEAM SPORTS,-15.8,-47.9,Kaká,SOCCER PLAYER
8895,587095,Bahía Blanca,1927,South America,AR,ARG,Argentina,SCIENCE & TECHNOLOGY,1297458,Male,NATURAL SCIENCES,-38.7,-62.3,César Milstein,BIOLOGIST
8896,1481553,Novohrad-Volynskyi,1871,Europe,UA,UKR,Ukraine,HUMANITIES,1298494,Female,LANGUAGE,50.6,27.6,Lesya Ukrainka,WRITER
8897,1010045,Geneva,1985,Europe,CH,CHE,Switzerland,SPORTS,1298631,Male,TEAM SPORTS,46.2,6.1,Philippe Senderos,SOCCER PLAYER
8898,217792,Prague,1771,Europe,CZ,CZE,Czech Republic,SCIENCE & TECHNOLOGY,1300252,Male,INVENTION,50.1,14.4,Alois Senefelder,INVENTOR
8899,701454,Santander,1975,Europe,ES,ESP,Spain,SPORTS,1300440,Male,TEAM SPORTS,43.5,-3.8,Iván Helguera,SOCCER PLAYER
8900,173061,Moscow,1823,Europe,RU,RUS,Russia,HUMANITIES,1301136,Male,LANGUAGE,55.8,37.6,Alexandr Ostrovsky,WRITER
8901,1122653,Pamplona,1977,Europe,ES,ESP,Spain,SPORTS,1302075,Male,TEAM SPORTS,42.8,-1.6,Manuel Almunia,SOCCER PLAYER
8902,701143,Chambray-lès-Tours,1977,Europe,FR,FRA,France,SPORTS,1302425,Male,TEAM SPORTS,47.3,0.7,Mikael Silvestre,SOCCER PLAYER
8903,317184,Oslo,1971,Europe,NO,NOR,Norway,SPORTS,1302729,Male,INDIVIDUAL SPORTS,59.9,10.8,Kjetil André Aamodt,SKIER
8904,3522850,Clermont-Ferrand,1963,Europe,FR,FRA,France,PUBLIC FIGURE,1302779,Female,MEDIA PERSONALITY,45.8,3.1,Lolo Ferrari,PORNOGRAPHIC ACTOR
8905,9520916,Douala,1981,Africa,CM,CMR,Cameroon,SPORTS,1303679,Male,TEAM SPORTS,4.0,9.7,Samuel Eto'o,SOCCER PLAYER
8906,784083,Sheriff Street,1976,Europe,IE,IRL,Ireland,ARTS,1303737,Male,MUSIC,53.4,-6.2,Stephen Gately,SINGER
8907,5001924,Cinecittà,1963,Europe,IT,ITA,Italy,ARTS,1304162,Male,MUSIC,41.9,12.6,Eros Ramazzotti,SINGER
8908,649752,Florida,1982,North America,US,USA,United States,SPORTS,1307649,Male,TEAM SPORTS,27.7,-81.5,Gilbert Arenas,BASKETBALL PLAYER
8909,632954,Tudela,1937,Europe,ES,ESP,Spain,ARTS,1307929,Male,DESIGN,42.1,-1.6,Rafael Moneo,ARCHITECT
8910,473045,Saint Petersburg,1962,Europe,RU,RUS,Russia,ARTS,1308057,Male,MUSIC,59.9,30.3,Viktor Tsoi,SINGER
8911,2204126,London,1973,Europe,GB,GBR,United Kingdom,ARTS,1309057,Male,FILM AND THEATRE,51.5,-0.1,Andrew Lincoln,ACTOR
8912,675562,Mancot,1969,Europe,GB,GBR,United Kingdom,SPORTS,1311995,Male,TEAM SPORTS,53.2,-3.0,Gary Speed,SOCCER PLAYER
8913,227789,Rosheim,1939,Europe,FR,FRA,France,SCIENCE & TECHNOLOGY,1312121,Male,NATURAL SCIENCES,48.5,7.5,Jean-Marie Lehn,CHEMIST
8914,155733,Chicago,1947,North America,US,USA,United States,SCIENCE & TECHNOLOGY,1312155,Male,NATURAL SCIENCES,41.9,-87.6,Thomas Cech,CHEMIST
8915,431604,Moscow,1965,Europe,RU,RUS,Russia,BUSINESS & LAW,1313676,Male,BUSINESS,55.8,37.6,Mikhail Prokhorov,BUSINESSPERSON
8916,1021975,Beckton,1982,Europe,GB,GBR,United Kingdom,SPORTS,1319785,Male,TEAM SPORTS,51.5,0.1,Jermain Defoe,SOCCER PLAYER
8917,134791,Kingstree,1940,North America,US,USA,United States,SCIENCE & TECHNOLOGY,1319809,Male,NATURAL SCIENCES,33.7,-79.8,Joseph L. Goldstein,CHEMIST
8918,393188,Beverley,1979,Europe,GB,GBR,United Kingdom,SPORTS,1319811,Male,TEAM SPORTS,53.8,-0.4,Paul Robinson,SOCCER PLAYER
8919,808513,Rochdale,1981,Europe,GB,GBR,United Kingdom,SPORTS,1320902,Male,TEAM SPORTS,53.6,-2.2,Gareth Barry,SOCCER PLAYER
8920,3527397,Camden Town,1992,Europe,GB,GBR,United Kingdom,ARTS,1322123,Male,FILM AND THEATRE,51.5,-0.1,Freddie Highmore,ACTOR
8921,452685,Vordingborg,1949,Europe,DK,DNK,Denmark,SPORTS,1322662,Male,TEAM SPORTS,55.0,11.9,Morten Olsen,COACH
8922,177275,Munich,1937,Europe,DE,DEU,Germany,SCIENCE & TECHNOLOGY,1322930,Male,NATURAL SCIENCES,48.1,11.6,Robert Huber,CHEMIST
8923,146824,Ludwigsburg,1948,Europe,DE,DEU,Germany,SCIENCE & TECHNOLOGY,1322983,Male,NATURAL SCIENCES,48.9,9.2,Hartmut Michel,CHEMIST
8924,409342,Hercegszántó,1941,Europe,HU,HUN,Hungary,SPORTS,1323135,Male,TEAM SPORTS,45.9,18.9,Flórián Albert,SOCCER PLAYER
8925,120032,York,1936,North America,US,USA,United States,SCIENCE & TECHNOLOGY,1325279,Male,NATURAL SCIENCES,40.0,-76.7,J. Michael Bishop,BIOLOGIST
8926,442821,Eskilstuna,1985,Europe,SE,SWE,Sweden,SPORTS,1327509,Male,TEAM SPORTS,59.4,16.5,Sebastian Larsson,SOCCER PLAYER
8927,3499441,Concord,1962,North America,US,USA,United States,ARTS,1327710,Male,FILM AND THEATRE,38.0,-122.1,Steve Carell,ACTOR
8928,287092,Eindhoven,1979,Europe,NL,NLD,Netherlands,SPORTS,1328270,Male,INDIVIDUAL SPORTS,51.4,5.5,Christijan Albers,RACECAR DRIVER
8929,1140579,Sinop,1926,Asia,TR,TUR,Turkey,INSTITUTIONS,1328699,Male,GOVERNMENT,42.0,35.2,Necmettin Erbakan,POLITICIAN
8930,14879400,Thessaloniki,1881,Europe,GR,GRC,Greece,INSTITUTIONS,1329090,Male,GOVERNMENT,40.6,22.9,Mustafa Kemal Atatürk,POLITICIAN
8931,2532572,Berlin,1880,Europe,DE,DEU,Germany,SCIENCE & TECHNOLOGY,1331018,Male,NATURAL SCIENCES,52.5,13.4,Alfred Wegener,GEOLOGIST
8932,148061,s-Graveland,1910,Europe,NL,NLD,Netherlands,SCIENCE & TECHNOLOGY,1331883,Male,SOCIAL SCIENCES,52.2,5.1,Tjalling Koopmans,ECONOMIST
8933,210032,Arlington,1902,North America,US,USA,United States,SCIENCE & TECHNOLOGY,1331926,Male,SOCIAL SCIENCES,32.7,-97.1,Theodore Schultz,ECONOMIST
8934,537939,Ilford,1967,Europe,GB,GBR,United Kingdom,SPORTS,1332660,Male,TEAM SPORTS,51.6,0.1,Paul Ince,SOCCER PLAYER
8935,518590,Lambeth,1980,Europe,GB,GBR,United Kingdom,SPORTS,1333790,Male,TEAM SPORTS,51.5,-0.1,Scott Parker,SOCCER PLAYER
8937,1544224,Dortmund,1948,Europe,DE,DEU,Germany,HUMANITIES,1338466,Male,LANGUAGE,51.5,7.5,Eckhart Tolle,WRITER
8938,219378,Buenos Aires,1977,South America,AR,ARG,Argentina,SPORTS,1339583,Male,INDIVIDUAL SPORTS,-34.6,-58.4,Guillermo Cañas,TENNIS PLAYER
8939,464099,Cape Town,1977,Africa,ZA,ZAF,South Africa,SPORTS,1343395,Male,TEAM SPORTS,-33.9,18.4,Benni McCarthy,SOCCER PLAYER
8940,2296018,Varsseveld,1946,Europe,NL,NLD,Netherlands,SPORTS,1345240,Male,TEAM SPORTS,51.9,6.5,Guus Hiddink,COACH
8941,1509227,Jakarta,1974,Asia,ID,IDN,Indonesia,ARTS,1345259,Female,MUSIC,-6.2,106.8,Anggun,SINGER
8942,672707,Abidjan,1987,Africa,CI,CIV,Côte d´Ivoire,SPORTS,1346723,Male,TEAM SPORTS,5.3,-4.0,Johan Djourou,SOCCER PLAYER
8943,961439,Milan,1960,Europe,IT,ITA,Italy,SPORTS,1347830,Male,TEAM SPORTS,45.5,9.2,Walter Zenga,COACH
8944,532141,Sydney,1978,Oceania,AU,AUS,Australia,SPORTS,1348610,Male,TEAM SPORTS,-33.9,151.2,Lucas Neill,SOCCER PLAYER
8946,2173108,Maastricht,1949,Europe,NL,NLD,Netherlands,ARTS,1351589,Male,MUSIC,50.9,5.7,André Rieu,MUSICIAN
8947,9273716,Los Angeles,1986,North America,US,USA,United States,ARTS,1353497,Male,FILM AND THEATRE,34.1,-118.2,Shia LaBeouf,ACTOR
8948,5855685,La Pobla de Segur,1978,Europe,ES,ESP,Spain,SPORTS,1354745,Male,TEAM SPORTS,42.2,1.0,Carles Puyol,SOCCER PLAYER
8949,1547189,Jamestown,1980,North America,US,USA,United States,ARTS,1358569,Male,MUSIC,42.1,-79.2,Nick Carter,SINGER
8950,331719,Jönköping,1882,Europe,SE,SWE,Sweden,ARTS,1358947,Male,FINE ARTS,57.8,14.2,John Bauer,PAINTER
8951,1708431,Frederikshavn,1965,Europe,DK,DNK,Denmark,ARTS,1360268,Female,FILM AND THEATRE,57.4,10.5,Connie Nielsen,ACTOR
8952,312645,Vadsø,1981,Europe,NO,NOR,Norway,SPORTS,1360727,Male,TEAM SPORTS,70.1,29.7,Morten Gamst Pedersen,SOCCER PLAYER
8953,1345138,Twickenham,1967,Europe,GB,GBR,United Kingdom,ARTS,1361048,Male,FILM AND THEATRE,51.4,-0.3,Rufus Sewell,ACTOR
8954,56769,Nagymajor,1914,Europe,HU,HUN,Hungary,INSTITUTIONS,1361279,Male,MILITARY,46.8,19.1,Gyula Cseszneky de Milvány,MILITARY PERSONNEL
8955,324675,Trujillo,1947,North America,HN,HND,Honduras,INSTITUTIONS,1362558,Male,GOVERNMENT,15.9,-86.0,Porfirio Pepe Lobo,POLITICIAN
8956,860889,Poitiers,1984,Europe,FR,FRA,France,SPORTS,1364068,Male,INDIVIDUAL SPORTS,46.6,0.3,Brian Joubert,SKATER
8957,420869,Amsterdam,1974,Europe,NL,NLD,Netherlands,SPORTS,1364333,Male,TEAM SPORTS,52.4,4.9,André Ooijer,SOCCER PLAYER
8958,332991,Ipswich,1978,Europe,GB,GBR,United Kingdom,SPORTS,1364406,Male,TEAM SPORTS,52.1,1.1,Kieron Dyer,SOCCER PLAYER
8959,1456523,Abidjan,1983,Africa,CI,CIV,Ivory Coast,SPORTS,1367118,Male,TEAM SPORTS,5.3,-4.0,Emmanuel Eboué,SOCCER PLAYER
8960,766757,Pisa,1943,Europe,IT,ITA,Italy,HUMANITIES,1368363,Male,LANGUAGE,43.7,10.4,Antonio Tabucchi,WRITER
8961,1489658,Santo Stefano Belbo,1908,Europe,IT,ITA,Italy,HUMANITIES,1368802,Male,LANGUAGE,44.7,8.2,Cesare Pavese,WRITER
8962,1086445,Padua,1971,Europe,IT,ITA,Italy,SPORTS,1372000,Male,TEAM SPORTS,45.4,11.9,Francesco Toldo,SOCCER PLAYER
8963,458342,Greenwich,1984,Europe,GB,GBR,United Kingdom,SPORTS,1372445,Male,TEAM SPORTS,51.5,0.0,Glen Johnson,SOCCER PLAYER
8964,864524,Toulouse,1961,Europe,FR,FRA,France,HUMANITIES,1375530,Male,LANGUAGE,43.6,1.4,Bernard Werber,WRITER
8965,1121148,Lahti,1977,Europe,FI,FIN,Finland,SPORTS,1379761,Male,INDIVIDUAL SPORTS,61.0,25.7,Janne Ahonen,SKIER
8966,544007,New Delhi,1979,Asia,IN,IND,India,ARTS,1379789,Female,FILM AND THEATRE,28.6,77.2,Bipasha Basu,ACTOR
8968,301741,Bignasco,1947,Europe,CH,CHE,Switzerland,BUSINESS & LAW,1381178,Female,LAW,46.3,8.6,Carla Del Ponte,LAWYER
8969,1676322,Libertador General San Martín,1974,South America,AR,ARG,Argentina,SPORTS,1382124,Male,TEAM SPORTS,-23.8,-64.8,Ariel Ortega,SOCCER PLAYER
8970,180292,Berekum,1981,Africa,GH,GHA,Ghana,SPORTS,1387281,Male,TEAM SPORTS,7.4,-2.6,John Pantsil,SOCCER PLAYER
8971,1021772,Achimota,1980,Africa,GH,GHA,Ghana,SPORTS,1387360,Male,TEAM SPORTS,5.6,-0.2,Stephen Appiah,SOCCER PLAYER
8972,1350492,Accra,1985,Africa,GH,GHA,Ghana,SPORTS,1387382,Male,TEAM SPORTS,5.5,-0.2,Asamoah Gyan,SOCCER PLAYER
8973,1048901,Guadalajara,1985,North America,MX,MEX,Mexico,SPORTS,1388604,Male,TEAM SPORTS,20.7,-103.3,Guillermo Ochoa,SOCCER PLAYER
8974,379058,Mazatlán,1981,North America,MX,MEX,Mexico,SPORTS,1388652,Male,TEAM SPORTS,23.2,-106.4,Francisco Javier Rodríguez,SOCCER PLAYER
8975,418870,Locorotondo,1981,Europe,IT,ITA,Italy,SPORTS,1393912,Male,INDIVIDUAL SPORTS,40.8,17.3,Vitantonio Liuzzi,RACECAR DRIVER
8976,896975,A Coruña,1935,Europe,ES,ESP,Spain,SPORTS,1395706,Male,TEAM SPORTS,43.4,-8.4,Luis Suárez Miramontes,SOCCER PLAYER
8977,1789239,Lagos,1984,Africa,NG,NGA,Nigeria,SPORTS,1397496,Male,TEAM SPORTS,6.5,3.4,Obafemi Martins,SOCCER PLAYER
8978,133392,Milan,1700,Europe,IT,ITA,Italy,ARTS,1397886,Male,MUSIC,45.5,9.2,Giovanni Battista Sammartini,COMPOSER
8979,1593457,Kabul,1965,Asia,AF,AFG,Afghanistan,HUMANITIES,1398851,Male,LANGUAGE,34.5,69.2,Khaled Hosseini,WRITER
8980,792962,Ełk,1926,Europe,PL,POL,Poland,HUMANITIES,1398976,Male,LANGUAGE,53.8,22.4,Siegfried Lenz,WRITER
8981,3170686,Duque de Caxias,1979,South America,BR,BRA,Brazil,SPORTS,1399716,Male,TEAM SPORTS,-22.8,-43.3,Júlio César Soares Espíndola,SOCCER PLAYER
8983,1555726,Los Angeles,1965,North America,US,USA,United States,ARTS,1401269,Male,FILM AND THEATRE,34.1,-118.2,Chris Penn,ACTOR
8984,776362,Vällingby,1987,Europe,SE,SWE,Sweden,ARTS,1403037,Male,MUSIC,59.4,17.9,Darin,SINGER
8985,508329,Maladzyechna Raion,1882,Europe,BY,BLR,Belarus,HUMANITIES,1403369,Male,LANGUAGE,54.3,26.9,Yanka Kupala,WRITER
8986,243067,Johannesburg,1980,Africa,ZA,ZAF,South Africa,SPORTS,1404094,Male,TEAM SPORTS,-26.2,28.0,Aaron Mokoena,SOCCER PLAYER
8987,449244,Elbeuf,1885,Europe,FR,FRA,France,HUMANITIES,1406209,Male,LANGUAGE,49.3,1.0,André Maurois,WRITER
8989,213543,Omsk,1856,Europe,RU,RUS,Russia,ARTS,1407122,Male,FINE ARTS,55.0,73.4,Mikhail Vrubel,ARTIST
8990,536061,Rotterdam,1973,Europe,NL,NLD,Netherlands,ARTS,1408154,Male,MUSIC,51.9,4.5,Ferry Corsten,MUSICIAN
8991,170983,Linköping,1975,Europe,SE,SWE,Sweden,SPORTS,1408278,Male,INDIVIDUAL SPORTS,58.4,15.6,Thomas Johansson,TENNIS PLAYER
8992,195100,Fleurier,1907,Europe,CH,CHE,Switzerland,SCIENCE & TECHNOLOGY,1408625,Male,NATURAL SCIENCES,46.9,6.6,Daniel Bovet,BIOLOGIST
8993,971294,Livorno,1975,Europe,IT,ITA,Italy,SPORTS,1409031,Male,TEAM SPORTS,43.5,10.3,Cristiano Lucarelli,SOCCER PLAYER
8994,291850,Split,1984,Europe,HR,HRV,Croatia,SPORTS,1409621,Male,INDIVIDUAL SPORTS,43.5,16.4,Mario Ančić,TENNIS PLAYER
8995,808465,Milan,1973,Europe,IT,ITA,Italy,SPORTS,1411967,Male,TEAM SPORTS,45.5,9.2,Carlo Cudicini,SOCCER PLAYER
8996,1072527,Liverpool,1972,Europe,GB,GBR,United Kingdom,SPORTS,1412864,Male,TEAM SPORTS,53.4,-3.0,Steve McManaman,SOCCER PLAYER
8997,1750944,Poway,1975,North America,US,USA,United States,ARTS,1413814,Male,MUSIC,33.0,-117.0,Tom DeLonge,MUSICIAN
8998,129207,New Haven,1941,North America,US,USA,United States,SCIENCE & TECHNOLOGY,1414381,Male,NATURAL SCIENCES,41.3,-72.9,Alfred G. Gilman,CHEMIST
8999,782661,Poprad,1983,Europe,SK,SVK,Slovakia,SPORTS,1417888,Female,INDIVIDUAL SPORTS,49.1,20.3,Daniela Hantuchová,TENNIS PLAYER
9000,401038,Trikala,1979,Europe,GR,GRC,Greece,SPORTS,1418680,Male,TEAM SPORTS,39.6,21.8,Sotirios Kyrgiakos,SOCCER PLAYER
9001,2074984,Kinshasa,1973,Africa,CD,COD,Congo,SPORTS,1421152,Male,TEAM SPORTS,-4.3,15.3,Claude Makélélé,SOCCER PLAYER
9002,939909,Moscow,1949,Europe,RU,RUS,Russia,ARTS,1421392,Female,MUSIC,55.8,37.6,Alla Pugacheva,SINGER
9003,496823,Paramytha,1985,Asia,CY,CYP,Cyprus,SPORTS,1421422,Male,INDIVIDUAL SPORTS,34.8,33.0,Marcos Baghdatis,TENNIS PLAYER
9004,165927,Tula,1783,Europe,RU,RUS,Russia,HUMANITIES,1421978,Male,LANGUAGE,54.2,37.6,Vasily Zhukovsky,WRITER
9006,1325514,Epsom,1965,Europe,GB,GBR,United Kingdom,ARTS,1422819,Female,FILM AND THEATRE,51.3,-0.3,Julia Ormond,ACTOR
9007,1072074,Königshain-Wiederau,1857,Europe,DE,DEU,Germany,INSTITUTIONS,1424386,Female,GOVERNMENT,51.0,12.9,Clara Zetkin,POLITICIAN
9008,2598863,Jesi,1964,Europe,IT,ITA,Italy,SPORTS,1425014,Male,TEAM SPORTS,43.5,13.2,Roberto Mancini,SOCCER PLAYER
9009,992794,"Borzęcin, Lesser Poland Voivodeship",1930,Europe,PL,POL,Poland,HUMANITIES,1429557,Male,LANGUAGE,50.1,20.7,Sławomir Mrożek,WRITER
9010,177567,Kharagauli,1886,Asia,GE,GEO,Georgia,INSTITUTIONS,1429626,Male,GOVERNMENT,42.0,43.2,Grigoriy Ordzhonikidze,POLITICIAN
9011,553330,Pavlovsk,1851,Europe,RU,RUS,Russia,PUBLIC FIGURE,1430549,Female,COMPANIONS,50.5,40.1,Olga Constantinovna of Russia,COMPANION
9012,1493636,Donostia / San Sebastián,1982,Europe,ES,ESP,Spain,SPORTS,1431133,Male,TEAM SPORTS,43.3,-2.0,Mikel Arteta,SOCCER PLAYER
9013,245402,Caracas,1920,South America,VE,VEN,Venezuela,SCIENCE & TECHNOLOGY,1432150,Male,MEDICINE,10.5,-66.9,Baruj Benacerraf,PHYSICIAN
9014,491678,Chertsey,1980,Europe,GB,GBR,United Kingdom,SPORTS,1433225,Male,TEAM SPORTS,51.4,-0.5,Robert Green,SOCCER PLAYER
9015,8173286,Rhinebeck,1991,North America,US,USA,United States,ARTS,1434568,Female,FILM AND THEATRE,41.9,-73.9,Emma Roberts,ACTOR
9016,320702,Mikkeli,1975,Europe,FI,FIN,Finland,SPORTS,1436643,Male,TEAM SPORTS,61.7,27.3,Jussi Jääskeläinen,SOCCER PLAYER
9017,1579340,Asnières-sur-Seine,1977,Europe,FR,FRA,France,SPORTS,1437022,Male,TEAM SPORTS,48.9,2.3,William Gallas,SOCCER PLAYER
9018,550843,Biesdorf,1984,Europe,DE,DEU,Germany,SPORTS,1437383,Male,TEAM SPORTS,52.7,14.1,Robert Huth,SOCCER PLAYER
9019,1381315,Pradópolis,1980,South America,BR,BRA,Brazil,SPORTS,1438361,Male,TEAM SPORTS,-21.4,-48.1,Cicinho,SOCCER PLAYER
9020,15662159,Manacor,1986,Europe,ES,ESP,Spain,SPORTS,1439517,Male,INDIVIDUAL SPORTS,39.6,3.2,Rafael Nadal,TENNIS PLAYER
9024,3438500,Blagoevgrad,1981,Europe,BG,BGR,Bulgaria,SPORTS,1440545,Male,TEAM SPORTS,42.0,23.1,Dimitar Berbatov,SOCCER PLAYER
9025,229866,Champaign-Urbana Metropolitan Statistical Area,1959,North America,US,USA,United States,SCIENCE & TECHNOLOGY,1440742,Male,NATURAL SCIENCES,40.1,-88.2,Saul Perlmutter,PHYSICIST
